,location,total_sqft,bath,price,size_bhk,price_per_sqft
1003,Bannerghatta Road,1246.0,2.0,4735000.0,2,3801.0
1004,Bannerghatta Road,1470.0,2.0,8500000.0,3,5783.0
1005,Bannerghatta Road,1160.0,2.0,4500000.0,2,3880.0
1006,Bannerghatta Road,970.0,2.0,5700000.0,2,5877.0
1007,Bannerghatta Road,1527.0,3.0,14200000.0,3,9300.0
1008,Basavangudi,1125.0,4.0,18000000.0,4,16000.0
1009,Basavangudi,2200.0,2.0,16200000.0,3,7364.0
1010,Basavangudi,2337.0,4.0,29200000.0,3,12495.0
1011,Basavangudi,2350.0,3.0,30000000.0,3,12766.0
1012,Basavangudi,1500.0,2.0,14300000.0,3,9534.0
1013,Basavangudi,1850.0,3.0,16800000.0,3,9082.0
1014,Basavangudi,600.0,1.0,9750000.0,1,16250.0
1015,Basavangudi,2150.0,3.0,26500000.0,3,12326.0
1016,Basavangudi,1036.0,2.0,10500000.0,2,10136.0
1017,Basavangudi,2500.0,4.0,15000000.0,4,6000.0
1018,Basavangudi,2600.0,4.0,26000000.0,4,10000.0
1019,Basavangudi,2300.0,3.0,31700000.0,3,13783.0
1020,Basavangudi,1600.0,2.0,16000000.0,3,10000.0
1021,Basavangudi,1560.0,2.0,14500000.0,2,9295.0
1022,Basavangudi,1825.0,3.0,17500000.0,3,9590.0
1023,Basavangudi,1800.0,3.0,19500000.0,3,10834.0
1024,Basavangudi,1100.0,2.0,9300000.0,2,8455.0
1025,Basavangudi,1542.14,3.0,12000000.0,3,7782.0
1026,Basavangudi,1050.0,2.0,10300000.0,2,9810.0
1027,Basavangudi,1350.0,2.0,13000000.0,3,9630.0
1028,Basavangudi,1485.0,3.0,14000000.0,3,9428.0
1029,Basavangudi,1180.0,2.0,12400000.0,2,10509.0
1030,Basavangudi,1600.0,3.0,13000000.0,3,8125.0
1031,Basavangudi,1200.0,2.0,12000000.0,2,10000.0
1032,Basavangudi,1850.0,3.0,15000000.0,3,8109.0
1033,Basavangudi,1230.0,2.0,8000000.0,2,6505.0
1034,Basavangudi,2350.0,3.0,30000000.0,3,12766.0
1035,Basavangudi,2453.0,3.0,25000000.0,4,10192.0
1036,Basavangudi,1650.0,3.0,12500000.0,3,7576.0
1037,Basaveshwara Nagar,4500.0,5.0,41500000.0,5,9223.0
1038,Basaveshwara Nagar,1865.0,3.0,14500000.0,3,7775.0
1039,Basaveshwara Nagar,2460.0,7.0,35000000.0,7,14228.0
1040,Basaveshwara Nagar,1200.0,2.0,9000000.0,2,7500.0
1041,Basaveshwara Nagar,800.0,6.0,11000000.0,6,13750.0
1042,Basaveshwara Nagar,2400.0,4.0,31000000.0,5,12917.0
1043,Basaveshwara Nagar,2520.0,4.0,37800000.0,5,15000.0
1044,Basaveshwara Nagar,1900.0,3.0,15000000.0,3,7895.0
1045,Basaveshwara Nagar,1200.0,2.0,8500000.0,2,7084.0
1046,Basaveshwara Nagar,1200.0,3.0,18000000.0,5,15000.0
1047,Basaveshwara Nagar,1200.0,1.0,18000000.0,2,15000.0
1048,Basaveshwara Nagar,1200.0,3.0,19000000.0,3,15834.0
1049,Battarahalli,1200.0,2.0,6500000.0,2,5417.0
1050,Battarahalli,1779.0,3.0,8961000.0,3,5038.0
1051,Battarahalli,1300.0,2.0,5000000.0,2,3847.0
1052,Battarahalli,1945.0,3.0,9742000.0,3,5009.0
1053,Battarahalli,1777.0,3.0,10000000.0,3,5628.0
1054,Battarahalli,1135.0,2.0,4300000.0,2,3789.0
1055,Battarahalli,1276.0,2.0,4500000.0,2,3527.0
1056,Battarahalli,1880.0,3.0,9436000.0,3,5020.0
1057,Battarahalli,1071.0,2.0,6200000.0,2,5789.0
1058,Battarahalli,1165.0,2.0,4300000.0,2,3691.0
1059,Battarahalli,1636.0,2.0,8289000.0,2,5067.0
1060,Battarahalli,1779.0,3.0,9000000.0,3,5060.0
1061,Battarahalli,1516.0,3.0,6500000.0,3,4288.0
1062,Battarahalli,1090.0,2.0,3836999.9999999995,2,3521.0
1063,Battarahalli,2082.0,3.0,10400000.0,3,4996.0
1064,Battarahalli,1590.0,2.0,10200000.0,2,6416.0
1065,Battarahalli,2024.0,3.0,10300000.0,3,5089.0
1066,Battarahalli,1097.0,2.0,4900000.0,2,4467.0
1067,Begur,1664.0,4.0,6500000.0,4,3907.0
1068,Begur,1419.0,2.0,5900000.0,3,4158.0
1069,Begur,1580.0,3.0,7500000.0,3,4747.0
1070,Begur,1559.0,3.0,6300000.0,3,4042.0
1071,Begur,1445.0,2.0,4710000.0,3,3260.0
1072,Begur,1475.0,2.0,7400000.0,3,5017.0
1073,Begur,3500.0,4.0,18500000.0,3,5286.0
1074,Begur,1100.0,2.0,5500000.0,2,5000.0
1075,Begur,1306.0,2.0,6500000.0,2,4978.0
1076,Begur,1304.0,3.0,6500000.0,3,4985.0
1077,Begur,1411.0,2.0,6000000.0,3,4253.0
1078,Begur,815.0,2.0,4000000.0,2,4908.0
1079,Begur,1443.0,2.0,7000000.0,3,4852.0
1080,Begur Road,1200.0,2.0,4400000.0,2,3667.0
1081,Begur Road,1358.0,2.0,8058000.0,2,5934.0
1082,Begur Road,1200.0,2.0,4680000.0,2,3900.0
1083,Begur Road,1160.0,2.0,4400000.0,2,3794.0
1084,Begur Road,1584.0,3.0,6500000.0,3,4104.0
1085,Begur Road,1500.0,2.0,5400000.0,3,3600.0
1086,Begur Road,1615.0,3.0,5976000.0,3,3701.0
1087,Begur Road,1200.0,2.0,4320000.0,2,3600.0
1088,Begur Road,1160.0,2.0,4408000.0,2,3800.0
1089,Begur Road,1200.0,2.0,4500000.0,2,3750.0
1090,Begur Road,1615.0,3.0,6000000.0,3,3716.0
1091,Begur Road,1410.0,2.0,5300000.0,3,3759.0
1092,Begur Road,1200.0,2.0,3779999.9999999995,2,3150.0
1093,Begur Road,970.0,2.0,2700000.0,2,2784.0
1094,Begur Road,1160.0,2.0,4059000.0000000005,2,3500.0
1095,Begur Road,1260.0,2.0,4662000.0,2,3700.0
1096,Begur Road,1600.0,3.0,5814000.0,3,3634.0
1097,Begur Road,1634.0,3.0,8333000.0,3,5100.0
1098,Begur Road,1410.0,2.0,4442000.0,3,3151.0
1099,Begur Road,1160.0,2.0,3600000.0,2,3104.0
1100,Begur Road,1500.0,2.0,7000000.0,3,4667.0
1101,Begur Road,1160.0,2.0,4200000.0,2,3621.0
1102,Begur Road,1240.0,2.0,3906000.0,2,3150.0
1103,Begur Road,1200.0,2.0,4500000.0,2,3750.0
1104,Begur Road,1500.0,2.0,5500000.0,3,3667.0
1105,Begur Road,1410.0,2.0,5217000.0,3,3700.0
1106,Begur Road,1615.0,3.0,5800000.0,3,3592.0
1107,Begur Road,1583.0,3.0,7440000.000000001,3,4700.0
1108,Begur Road,1170.0,2.0,4600000.0,2,3932.0
1109,Begur Road,2462.0,4.0,12400000.0,4,5037.0
1110,Begur Road,1160.0,2.0,4292000.0,2,3700.0
1111,Begur Road,1410.0,2.0,5217000.0,3,3700.0
1112,Begur Road,1410.0,2.0,5006000.0,3,3551.0
1113,Begur Road,1225.0,2.0,3552000.0000000005,2,2900.0
1114,Begur Road,1565.0,2.0,5976000.0,3,3819.0
1115,Begur Road,1160.0,2.0,4200000.0,2,3621.0
1116,Begur Road,1400.0,2.0,5006000.0,3,3576.0
1117,Begur Road,1410.0,2.0,5358000.0,3,3800.0
1118,Begur Road,1200.0,2.0,4500000.0,2,3750.0
1119,Begur Road,1200.0,2.0,4260000.0,2,3550.0
1120,Begur Road,1160.0,2.0,4200000.0,2,3621.0
1121,Begur Road,1334.0,2.0,4269000.0,2,3201.0
1122,Begur Road,1565.0,2.0,5791000.0,3,3701.0
1123,Begur Road,1933.0,3.0,9800000.0,3,5070.0
1124,Begur Road,1200.0,2.0,4560000.0,2,3800.0
1125,Begur Road,1215.0,2.0,4313000.0,2,3550.0
1126,Begur Road,1444.0,2.0,7150000.0,3,4952.0
1127,Begur Road,1160.0,2.0,3654000.0,2,3150.0
1128,Begur Road,1615.0,3.0,5087000.0,3,3150.0
1129,Begur Road,1200.0,2.0,4440000.0,2,3700.0
1130,Begur Road,1565.0,2.0,4930000.0,3,3151.0
1131,Begur Road,1260.0,2.0,3969000.0,2,3150.0
1132,Begur Road,2464.5,6.0,11800000.0,4,4788.0
1133,Begur Road,1160.0,2.0,4400000.0,2,3794.0
1134,Begur Road,1410.0,2.0,4934000.0,3,3500.0
1135,Begur Road,952.0,2.0,4200000.0,2,4412.0
1136,Begur Road,1565.0,2.0,5634000.0,3,3600.0
1137,Begur Road,1565.0,2.0,5600000.0,3,3579.0
1138,Begur Road,1200.0,2.0,4200000.0,2,3500.0
1139,Begur Road,1240.0,2.0,4588000.0,2,3700.0
1140,Begur Road,1200.0,3.0,5000000.0,3,4167.0
1141,Begur Road,1410.0,2.0,4442000.0,3,3151.0
1142,Begur Road,1200.0,2.0,4400000.0,2,3667.0
1143,Begur Road,1500.0,2.0,4725000.0,3,3150.0
1144,Begur Road,1100.0,2.0,4260000.0,2,3873.0
1145,Begur Road,1565.0,2.0,5791000.0,3,3701.0
1146,Begur Road,1200.0,2.0,4440000.0,2,3700.0
1147,Begur Road,644.0,1.0,3200000.0,1,4969.0
1148,Begur Road,2500.0,6.0,12250000.0,4,4900.0
1149,Begur Road,1241.0,2.0,6400000.0,2,5158.0
1150,Begur Road,1160.0,2.0,3654000.0,2,3150.0
1151,Begur Road,1215.0,2.0,4375000.0,2,3601.0
1152,Begur Road,1200.0,2.0,4473000.0,2,3728.0
1153,Begur Road,1160.0,2.0,4200000.0,2,3621.0
1154,Begur Road,1583.0,3.0,9523000.0,3,6016.0
1155,Begur Road,1410.0,2.0,5499000.0,3,3900.0
1156,Bellandur,1767.0,3.0,10300000.0,3,5830.0
1157,Bellandur,1205.0,2.0,6600000.0,2,5478.0
1158,Bellandur,1250.0,2.0,7600000.0,2,6080.0
1159,Bellandur,1000.0,2.0,5000000.0,2,5000.0
1160,Bellandur,1281.0,2.0,7400000.0,2,5777.0
1161,Bellandur,921.0,2.0,4000000.0,2,4344.0
1162,Bellandur,2025.0,4.0,10900000.0,4,5383.0
1163,Bellandur,1490.0,2.0,9800000.0,3,6578.0
1164,Bellandur,1398.0,3.0,6800000.0,3,4865.0
1165,Bellandur,2039.0,3.0,16800000.0,3,8240.0
1166,Bellandur,1605.0,3.0,8500000.0,3,5296.0
1167,Bellandur,1692.0,3.0,8800000.0,3,5201.0
1168,Bellandur,1220.0,2.0,6000000.0,2,4919.0
1169,Bellandur,1299.0,2.0,8200000.0,2,6313.0
1170,Bellandur,900.0,2.0,5600000.0,2,6223.0
1171,Bellandur,1350.0,2.0,7900000.0,2,5852.0
1172,Bellandur,1286.0,2.0,5700000.0,2,4433.0
1173,Bellandur,3016.0,4.0,23000000.0,4,7626.0
1174,Bellandur,1457.0,2.0,8500000.0,2,5834.0
1175,Bellandur,1195.0,2.0,5100000.0,2,4268.0
1176,Bellandur,1050.0,2.0,7200000.0,2,6858.0
1177,Bellandur,3600.0,4.0,26000000.0,4,7223.0
1178,Bellandur,1310.0,2.0,7200000.0,2,5497.0
1179,Bellandur,924.0,2.0,3511000.0,2,3800.0
1180,Bellandur,1785.0,3.0,11800000.0,3,6611.0
1181,Bellandur,1051.0,2.0,6000000.0,2,5709.0
1182,Bellandur,1450.0,3.0,6800000.0,3,4690.0
1183,Bellandur,1060.0,2.0,6500000.0,2,6133.0
1184,Bellandur,1100.0,2.0,6200000.0,2,5637.0
1185,Bellandur,1550.0,2.0,5900000.0,2,3807.0
1186,Bellandur,924.0,2.0,3511000.0,2,3800.0
1187,Bellandur,1400.0,2.0,4481000.0,3,3201.0
1188,Bellandur,1685.0,3.0,10000000.0,3,5935.0
1189,Bellandur,982.0,2.0,5500000.0,2,5601.0
1190,Bellandur,981.0,2.0,3728000.0,2,3801.0
1191,Bellandur,1205.0,2.0,5900000.0,2,4897.0
1192,Bellandur,1063.0,2.0,5800000.0,2,5457.0
1193,Bellandur,1201.0,2.0,5999000.0,2,4996.0
1194,Bellandur,1325.0,2.0,6500000.0,2,4906.0
1195,Bellandur,1281.0,2.0,8700000.0,2,6792.0
1196,Bellandur,2000.0,3.0,8500000.0,3,4250.0
1197,Bellandur,1200.0,2.0,5200000.0,2,4334.0
1198,Bellandur,1785.0,3.0,12000000.0,3,6723.0
1199,Bellandur,1088.0,2.0,4800000.0,2,4412.0
1200,Bellandur,1310.0,2.0,8500000.0,2,6489.0
1201,Bellandur,982.0,2.0,3728000.0,2,3797.0
1202,Bellandur,1465.0,3.0,9000000.0,2,6144.0
1203,Bellandur,1767.0,3.0,10900000.0,3,6169.0
1204,Bellandur,924.0,2.0,3511000.0,2,3800.0
1205,Bellandur,2666.0,3.0,23000000.0,3,8628.0
1206,Bellandur,3600.0,4.0,24500000.0,4,6806.0
1207,Bellandur,1170.0,2.0,4679000.0,2,4000.0
1208,Bellandur,1150.0,2.0,6944000.0,2,6039.0
1209,Bellandur,1200.0,2.0,4500000.0,2,3750.0
1210,Bellandur,1830.0,3.0,9000000.0,3,4919.0
1211,Bellandur,1410.0,3.0,9200000.0,2,6525.0
1212,Bellandur,950.0,2.0,3500000.0,2,3685.0
1213,Bellandur,1015.0,2.0,6000000.0,2,5912.0
1214,Bellandur,2500.0,4.0,11200000.0,3,4480.0
1215,Bellandur,1685.0,3.0,10100000.0,3,5995.0
1216,Bellandur,1735.0,3.0,10500000.0,3,6052.0
1217,Bellandur,1685.0,3.0,11500000.0,3,6825.0
1218,Bellandur,1846.0,3.0,13500000.0,3,7314.0
1219,Bellandur,1049.0,2.0,5100000.0,2,4862.0
1220,Bellandur,1350.0,2.0,6300000.0,3,4667.0
1221,Bellandur,1211.0,2.0,6300000.0,2,5203.0
1222,Bellandur,1717.0,3.0,11000000.0,3,6407.0
1223,Bellandur,1420.0,3.0,6200000.0,3,4367.0
1224,Bellandur,1185.0,2.0,4739000.0,2,4000.0
1225,Bellandur,1200.0,2.0,6200000.0,2,5167.0
1226,Bellandur,1767.0,3.0,8900000.0,3,5037.0
1227,Bellandur,1830.0,3.0,8900000.0,3,4864.0
1228,Bellandur,2400.0,3.0,11500000.0,3,4792.0
1229,Bellandur,1251.0,2.0,4700000.0,2,3757.0
1230,Bellandur,1665.0,3.0,8500000.0,3,5106.0
1231,Bellandur,960.0,2.0,4800000.0,2,5000.0
1232,Bellandur,1690.0,2.0,11600000.0,3,6864.0
1233,Bellandur,950.0,1.0,4000000.0,1,4211.0
1234,Bellandur,850.0,2.0,4500000.0,2,5295.0
1235,Bellandur,1454.0,2.0,9000000.0,2,6190.0
1236,Bellandur,1830.0,3.0,9186000.0,3,5020.0
1237,Bellandur,1195.0,2.0,5200000.0,2,4352.0
1238,Bellandur,1435.0,2.0,11500000.0,3,8014.0
1239,Bellandur,1830.0,3.0,8989000.0,3,4913.0
1240,Bellandur,1260.0,2.0,8350000.0,2,6627.0
1241,Bellandur,1535.0,3.0,9000000.0,3,5864.0
1242,Bellandur,1047.0,2.0,7500000.0,2,7164.0
1243,Bellandur,1096.0,2.0,4000000.0,2,3650.0
1244,Bellandur,1262.0,2.0,4700000.0,2,3725.0
1245,Benson Town,3200.0,4.0,35000000.0,3,10938.0
1246,Benson Town,4460.0,5.0,65000000.0,4,14574.0
1247,Benson Town,2850.0,4.0,47000000.0,3,16492.0
1248,Benson Town,1300.0,2.0,12000000.0,2,9231.0
1249,Benson Town,1567.0,3.0,14000000.0,2,8935.0
1250,Benson Town,3633.0,6.0,55000000.0,4,15140.0
1251,Benson Town,1688.12,2.0,27000000.0,2,15995.0
1252,Benson Town,1805.0,3.0,28000000.0,3,15513.0
1253,Benson Town,1688.0,2.0,28000000.0,2,16588.0
1254,Bhoganhalli,1670.0,3.0,9900000.0,3,5929.0
1255,Bhoganhalli,2119.0,4.0,11100000.0,4,5239.0
1256,Bhoganhalli,1718.0,3.0,9020000.0,3,5251.0
1257,Bhoganhalli,1444.0,2.0,7597000.0,2,5262.0
1258,Bhoganhalli,1447.0,2.0,7597000.0,2,5251.0
1259,Bhoganhalli,1700.0,3.0,12600000.0,3,7412.0
1260,Bhoganhalli,1447.0,2.0,7597000.0,2,5251.0
1261,Bhoganhalli,1610.0,3.0,8453000.0,3,5251.0
1262,Bhoganhalli,1974.0,4.0,10600000.0,4,5370.0
1263,Bhoganhalli,2171.0,4.0,11100000.0,4,5113.0
1264,Bhoganhalli,1760.0,3.0,12700000.0,3,7216.0
1265,Bhoganhalli,2119.0,4.0,11100000.0,4,5239.0
1266,Bhoganhalli,1447.0,2.0,7597000.0,2,5251.0
1267,Bhoganhalli,1949.0,3.0,12900000.0,3,6619.0
1268,Bhoganhalli,1760.0,3.0,12800000.0,3,7273.0
1269,Bhoganhalli,1447.0,2.0,7597000.0,2,5251.0
1270,Bhoganhalli,2439.0,4.0,18500000.0,4,7586.0
1271,Bhoganhalli,1395.0,2.0,7000000.0,3,5018.0
1272,Bhoganhalli,2119.0,4.0,11100000.0,4,5239.0
1273,Bhoganhalli,1458.0,3.0,7845000.0,3,5381.0
1274,Bhoganhalli,1444.0,2.0,7597000.0,2,5262.0
1275,Bhoganhalli,1205.0,2.0,6447000.0,2,5351.0
1276,Bhoganhalli,1447.0,2.0,7597000.0,2,5251.0
1277,Bhoganhalli,2439.0,5.0,17000000.0,4,6971.0
1278,Bhoganhalli,2119.0,4.0,11100000.0,4,5239.0
1279,Bhoganhalli,1205.0,2.0,6831999.999999999,2,5670.0
1280,Bhoganhalli,1260.0,2.0,6990000.000000001,2,5548.0
1281,Bhoganhalli,2439.0,4.0,17000000.0,4,6971.0
1282,Bhoganhalli,1707.0,3.0,11500000.0,3,6737.0
1283,Bhoganhalli,1610.0,3.0,8453000.0,3,5251.0
1284,Bhoganhalli,970.0,2.0,5250000.0,2,5413.0
1285,Bhoganhalli,1718.0,3.0,9020000.0,3,5251.0
1286,Bhoganhalli,1277.0,2.0,7989000.0,2,6257.0
1287,Bhoganhalli,2119.0,4.0,11100000.0,4,5239.0
1288,Bhoganhalli,1703.0,3.0,12000000.0,3,7047.0
1289,Billekahalli,1935.0,3.0,11000000.0,3,5685.0
1290,Billekahalli,1125.0,2.0,6200000.0,2,5512.0
1291,Billekahalli,1650.0,3.0,8800000.0,3,5334.0
1292,Billekahalli,1090.0,2.0,5200000.0,2,4771.0
1293,Billekahalli,1112.0,2.0,6200000.0,2,5576.0
1294,Billekahalli,2400.0,3.0,15000000.0,3,6250.0
1295,Billekahalli,2968.0,3.0,22500000.0,3,7581.0
1296,Billekahalli,950.0,2.0,5811000.0,2,6117.0
1297,Billekahalli,1360.0,2.0,11000000.0,2,8089.0
1298,Billekahalli,1125.0,2.0,6500000.0,2,5778.0
1299,Billekahalli,950.0,2.0,5600000.0,2,5895.0
1300,Billekahalli,1290.0,3.0,6200000.0,3,4807.0
1301,Billekahalli,1805.0,3.0,13400000.0,3,7424.0
1302,Binny Pete,1755.0,3.0,12200000.0,3,6952.0
1303,Binny Pete,665.0,1.0,5075000.0,1,7632.0
1304,Binny Pete,2465.0,5.0,23400000.0,3,9493.0
1305,Binny Pete,660.0,1.0,5400000.0,1,8182.0
1306,Binny Pete,660.0,1.0,6200000.0,1,9394.0
1307,Binny Pete,1365.0,2.0,12200000.0,2,8938.0
1308,Binny Pete,2940.0,6.0,28000000.0,4,9524.0
1309,Binny Pete,1795.0,3.0,13900000.0,3,7744.0
1310,Binny Pete,1740.0,3.0,15000000.0,3,8621.0
1311,Binny Pete,1970.0,3.0,16400000.0,3,8325.0
1312,Binny Pete,1516.0,3.0,14700000.0,3,9697.0
1313,Bisuvanahalli,1180.0,3.0,4800000.0,3,4068.0
1314,Bisuvanahalli,1075.0,2.0,3500000.0,3,3256.0
1315,Bisuvanahalli,1075.0,2.0,4600000.0,3,4280.0
1316,Bisuvanahalli,1075.0,2.0,3600000.0,3,3349.0
1317,Bisuvanahalli,1075.0,2.0,3700000.0,3,3442.0
1318,Bisuvanahalli,1075.0,2.0,4500000.0,3,4187.0
1319,Bisuvanahalli,1075.0,3.0,3600000.0,3,3349.0
1320,Bisuvanahalli,845.0,2.0,3300000.0,2,3906.0
1321,Bisuvanahalli,1075.0,2.0,4500000.0,3,4187.0
1322,Bisuvanahalli,845.0,2.0,3700000.0,2,4379.0
1323,Bisuvanahalli,1075.0,2.0,3599000.0,3,3348.0
1324,Bisuvanahalli,1075.0,2.0,3600000.0,3,3349.0
1325,Bisuvanahalli,845.0,2.0,2900000.0,2,3432.0
1326,Bisuvanahalli,1075.0,2.0,4700000.0,3,4373.0
1327,Bisuvanahalli,850.0,1.0,3200000.0,2,3765.0
1328,Bisuvanahalli,1075.0,2.0,5000000.0,3,4652.0
1329,Bisuvanahalli,1075.0,2.0,5200000.0,3,4838.0
1330,Bisuvanahalli,1180.0,2.0,4600000.0,3,3899.0
1331,Bisuvanahalli,1075.0,2.0,4200000.0,3,3907.0
1332,Bisuvanahalli,845.0,2.0,3700000.0,2,4379.0
1333,Bisuvanahalli,1075.0,2.0,4300000.0,3,4000.0
1334,Bisuvanahalli,700.0,1.0,3200000.0,2,4572.0
1335,Bisuvanahalli,1075.0,2.0,5200000.0,3,4838.0
1336,Bisuvanahalli,1075.0,2.0,5000000.0,3,4652.0
1337,Bisuvanahalli,1075.0,2.0,4100000.0,3,3814.0
1338,Bisuvanahalli,845.0,2.0,3300000.0,2,3906.0
1339,Bisuvanahalli,945.0,2.0,3300000.0,2,3493.0
1340,Bisuvanahalli,845.0,2.0,3000000.0,2,3551.0
1341,Bisuvanahalli,1200.0,2.0,4100000.0,3,3417.0
1342,Bisuvanahalli,873.0,2.0,4000000.0,3,4582.0
1343,Bisuvanahalli,1180.0,2.0,4500000.0,3,3814.0
1344,Bisuvanahalli,1075.0,2.0,4300000.0,3,4000.0
1345,Bisuvanahalli,1080.0,2.0,4500000.0,3,4167.0
1346,Bisuvanahalli,1180.0,2.0,5550000.0,3,4704.0
1347,Bisuvanahalli,1075.0,2.0,4700000.0,3,4373.0
1348,Bisuvanahalli,1075.0,2.0,4800000.0,3,4466.0
1349,Bisuvanahalli,1075.0,2.0,3700000.0,3,3442.0
1350,Bisuvanahalli,1075.0,2.0,4500000.0,3,4187.0
1351,Bisuvanahalli,1075.0,2.0,4400000.0,3,4094.0
1352,Bisuvanahalli,1075.0,2.0,4200000.0,3,3907.0
1353,Bisuvanahalli,845.0,2.0,3200000.0,2,3787.0
1354,Bisuvanahalli,1075.0,2.0,4149000.0,3,3860.0
1355,Bisuvanahalli,845.0,2.0,3400000.0,2,4024.0
1356,Bommanahalli,3000.0,8.0,14000000.0,8,4667.0
1357,Bommanahalli,1200.0,2.0,4000000.0,2,3334.0
1358,Bommanahalli,1730.0,3.0,9600000.0,3,5550.0
1359,Bommanahalli,520.0,1.0,1950000.0,1,3750.0
1360,Bommanahalli,515.0,1.0,2500000.0,1,4855.0
1361,Bommanahalli,1090.0,3.0,4400000.0,2,4037.0
1362,Bommanahalli,1250.0,2.0,4250000.0,3,3400.0
1363,Bommanahalli,1375.0,3.0,5900000.0,3,4291.0
1364,Bommanahalli,1250.0,3.0,5500000.0,3,4400.0
1365,Bommanahalli,1850.0,3.0,9000000.0,3,4865.0
1366,Bommanahalli,957.0,2.0,5300000.0,2,5539.0
1367,Bommanahalli,910.0,2.0,4500000.0,2,4946.0
1368,Bommanahalli,1050.0,2.0,4600000.0,2,4381.0
1369,Bommanahalli,1290.0,2.0,7300000.0,2,5659.0
1370,Bommanahalli,1100.0,1.0,5500000.0,2,5000.0
1371,Bommanahalli,1300.0,3.0,4500000.0,3,3462.0
1372,Bommanahalli,1350.0,2.0,7200000.0,2,5334.0
1373,Bommanahalli,2100.0,4.0,8500000.0,4,4048.0
1374,Bommanahalli,1020.0,2.0,5500000.0,2,5393.0
1375,Bommanahalli,1250.0,3.0,4100000.0,3,3280.0
1376,Bommanahalli,1660.0,2.0,10000000.0,3,6025.0
1377,Bommanahalli,1250.0,4.0,3900000.0,3,3120.0
1378,Bommanahalli,1307.0,2.0,5000000.0,2,3826.0
1379,Bommanahalli,1416.0,2.0,8500000.0,3,6003.0
1380,Bommanahalli,1091.0,2.0,4000000.0,2,3667.0
1381,Bommanahalli,1355.0,2.0,7317000.0,2,5400.0
1382,Bommanahalli,1160.0,2.0,5300000.0,2,4569.0
1383,Bommanahalli,1050.0,2.0,5400000.0,2,5143.0
1384,Bommasandra,1260.0,3.0,4936000.0,3,3918.0
1385,Bommasandra,1060.0,2.0,2650000.0,2,2500.0
1386,Bommasandra,1126.0,2.0,2815000.0,2,2500.0
1387,Bommasandra,1200.0,3.0,4600000.0,3,3834.0
1388,Bommasandra,1035.0,2.0,4100000.0,2,3962.0
1389,Bommasandra,1035.0,2.0,4172999.9999999995,2,4032.0
1390,Bommasandra,1034.0,2.0,4000000.0,2,3869.0
1391,Bommasandra,877.0,2.0,3000000.0,2,3421.0
1392,Bommasandra,1447.0,3.0,8000000.0,3,5529.0
1393,Bommasandra,920.0,2.0,3746000.0,2,4072.0
1394,Bommasandra,1035.0,2.0,4143000.0,2,4003.0
1395,Bommasandra,902.0,2.0,4900000.0,2,5433.0
1396,Bommasandra,1295.0,2.0,5028000.0,3,3883.0
1397,Bommasandra,1478.0,2.0,4400000.0,3,2977.0
1398,Bommasandra,1015.0,2.0,4000000.0,2,3941.0
1399,Bommasandra,1000.0,2.0,3500000.0,2,3500.0
1400,Bommasandra,955.0,2.0,3528000.0,2,3695.0
1401,Bommasandra,1005.0,2.0,3977000.0000000005,2,3958.0
1402,Bommasandra,1014.0,2.0,3500000.0,2,3452.0
1403,Bommasandra,1020.0,2.0,4089000.0,2,4009.0
1404,Bommasandra,920.0,2.0,3720000.0000000005,2,4044.0
1405,Bommasandra,800.0,1.0,3200000.0,2,4000.0
1406,Bommasandra,1280.0,3.0,5000000.0,3,3907.0
1407,Bommasandra,1942.0,3.0,9000000.0,3,4635.0
1408,Bommasandra,1127.0,2.0,4500000.0,2,3993.0
1409,Bommasandra,1400.0,2.0,4500000.0,3,3215.0
1410,Bommasandra,877.0,2.0,2900000.0,2,3307.0
1411,Bommasandra,1365.0,3.0,5281000.0,3,3869.0
1412,Bommasandra,842.0,2.0,3000000.0,2,3563.0
1413,Bommasandra,1260.0,3.0,4936000.0,3,3918.0
1414,Bommasandra,1365.0,3.0,5282000.0,3,3870.0
1415,Bommasandra,955.0,2.0,3797000.0,2,3976.0
1416,Bommasandra,1089.0,2.0,4000000.0,2,3674.0
1417,Bommasandra,950.0,2.0,2500000.0,2,2632.0
1418,Bommasandra,1365.0,3.0,5396000.0,3,3954.0
1419,Bommasandra Industrial Area,1090.0,2.0,3148000.0,2,2889.0
1420,Bommasandra Industrial Area,1320.0,2.0,3811999.9999999995,3,2888.0
1421,Bommasandra Industrial Area,1400.0,2.0,4044000.0,3,2889.0
1422,Bommasandra Industrial Area,1320.0,2.0,3813000.0000000005,3,2889.0
1423,Bommasandra Industrial Area,1220.0,2.0,3522999.9999999995,3,2888.0
1424,Bommasandra Industrial Area,1020.0,2.0,2945000.0,2,2888.0
1425,Bommasandra Industrial Area,1165.0,2.0,3364000.0,2,2888.0
1426,Bommasandra Industrial Area,1090.0,2.0,3148000.0,2,2889.0
1427,Bommasandra Industrial Area,1310.0,2.0,3783000.0,3,2888.0
1428,Bommasandra Industrial Area,1000.0,2.0,2888000.0,2,2888.0
1429,Bommasandra Industrial Area,1020.0,2.0,2945000.0,2,2888.0
1430,Bommasandra Industrial Area,1160.0,2.0,3351000.0,2,2889.0
1431,Bommasandra Industrial Area,1125.0,2.0,3249000.0,2,2888.0
1432,Bommasandra Industrial Area,1220.0,2.0,3520000.0000000005,3,2886.0
1433,Bommasandra Industrial Area,1491.0,3.0,4050000.0,3,2717.0
